id;tipo;tipo_calle;nombre;barrio;pais;provincia;departamento;localidad
1496;1;calle;Julio A Roca 90-bº San Jose;;1;1;5;35
1497;1;calle;Los Puestos;;1;1;9;181
1498;1;calle;Bolivar 626;;1;1;1;14
1499;1;avda;Av Pte Peron S/nº-la Reduccion;;1;1;6;27
1500;1;calle;Matienzo 598;;1;1;1;14
1501;1;calle;San Juan 626;;1;1;3;8
1502;1;calle;Gral Heredia 697;;1;1;4;17
1503;1;avda;Av Sorteix 750- Bº Ofempe;;1;1;13;12
1504;1;calle;San Juan 901;;1;1;1;14
1505;1;calle;Buenos Aires 619- Piso 3 Dpto A;;1;1;1;14
1506;1;calle;Balcarce 833;;1;1;1;14
1507;1;calle;Ruta 301 Km 19;;1;1;6;27
1508;1;calle;Hipolito Irigoyen S/nº;;1;1;11;23
1509;1;calle;Hernandez 872;;1;1;12;51
1510;1;calle;Haimes 2510;;1;1;4;17
1511;1;calle;Calle Julian Murga 510 Alt Av J B Justo;;1;1;1;14
1512;1;calle;Tucuman 155;;1;1;3;8
1513;1;avda;Av Mitre 130;;1;1;1;14
1514;1;calle;Ruta 326 Km 7;;1;1;7;19
1515;1;calle;San Martín 392;;1;1;7;19
1516;1;calle;Alberdi 2174;;1;1;8;2
1517;1;calle;Sin Calle,km. 8,5;;1;1;10;65
1518;1;calle;La Ramada De Abajo;;1;1;10;7
1519;1;calle;La Ramada De Abajo;;1;1;10;7
1520;1;calle;Colombres 23;;1;1;2;15
1521;1;calle;Rivadavia 834;;1;20;63;114
1522;1;calle;Pio Xii 802;;1;1;1;14
1523;1;avda;Av Gobernador Del Campo 1100;;1;1;1;14
1524;1;calle;Gobernador Piedrabuena;;1;1;10;7
1525;1;calle;Asuncion 550;;1;1;1;14
1526;1;calle;Cabo 1º Mendez Casa 2;;1;1;4;17
1527;1;calle;Balcarse 806;;1;1;1;14
1528;1;calle;Jujuy 2351;;1;1;1;14
1529;1;avda;Av Colon 1188;;1;1;1;14
1530;1;calle;12 De Octubre 5;;1;1;1;14
1531;1;calle;25 De Mayo 397;;1;1;1;14
1532;1;avda;Av Benjamin Aráoz 1286;;1;1;1;14
1533;1;avda;Av Sarmiento 1640;;1;1;8;2
1534;1;calle;Camino Principal A 500 Mts De La Comuna;;1;1;5;18
1535;1;calle;Curva De Los Nogales;;1;1;3;60
1536;1;avda;Av Gobernador Del Campo 1237;;1;1;1;14
1537;1;calle;Julio A Roca 554-bº Chalet Manz K;;1;1;5;18
1538;1;calle;Larrea 417-bº Belgrano;;1;1;8;2
1539;1;calle;El Retiro 0;;1;1;14;29
1540;1;calle;Ampliacion Los Vallistos Frente A Autopista;;1;1;2;66
1541;1;calle;9 De Julio 60;;1;1;7;19
1542;1;calle;S/n 0-  Los Sosa;;1;1;7;19
1543;1;calle;San Miguel 1885;;1;1;1;14
1544;1;barrio;Manz H Casa 8;FEPUT;1;1;1;14
1545;1;avda;Av Ejercito Del Norte 2685;;1;1;1;14
1546;1;avda;Av Roca 1549;;1;1;1;14
1547;1;calle;San Juan 120 Piso 2 A;;1;1;1;14
1548;1;calle;Pje Caseros Y Azcuenaga;;1;1;2;15
1549;1;calle;Santiago 1816;;1;1;1;14
1550;1;calle;Ecuador 245;;1;1;5;18
1551;1;calle;San Martín 137;;1;1;2;38
1552;1;calle;Camino Del Peru 1450;;1;1;1;14
1553;1;calle;9 De Julio Y San Martín;;1;1;12;51
1554;1;calle;Mario Bravo 449;;1;1;1;14
1555;1;calle;Agua Dulce;;1;1;9;50
1556;1;calle;9 De Julio 459;;1;1;12;51
1557;1;calle;Zavalia 360;;1;1;5;18
1558;1;calle;Venezuela 3129;;1;1;1;14
1559;1;calle;Mariano Moreno 232;;1;1;7;19
1560;1;calle;Lola Mora 42-bº El Parque;;1;1;1;14
1561;1;calle;Belgrano 256;;1;1;7;19
1562;1;calle;24 De Septiembre 54;;1;1;2;16
1563;1;calle;Ruta 9 Km 1285;;1;1;3;60
1564;1;calle;Ruta 9, Km. 1298;;1;1;139;260
1565;1;calle;Puestos De Los Valdez;;1;1;2;134
1566;1;calle;Celedonio Gutierrez 446;;1;1;1;14
1567;1;calle;San Carlos 756;;1;20;95;167
1568;1;calle;24 De Septiembre 54;;1;1;2;16
1569;1;calle;San Martín 1780;;1;1;4;17
1570;1;calle;Los Pérez;;1;1;12;180
1571;1;calle;Agustina Libarona 0;;1;21;64;115
1572;1;calle;Lamadrid 1799;;1;1;1;14
1573;1;calle;Santa Fe 447;;1;1;1;14
1574;1;calle;Constitucion 519;;1;1;1;14
1575;1;calle;El Puesto;;1;1;2;134
1576;1;calle;Santiago 2412;;1;1;1;14
1577;1;calle;Manz F Casa 5 Bº Cgt;;1;1;2;16
1578;1;calle;Meglioli S/nº-bº Rawson;;1;17;51;101
1579;1;calle;Filgueira Oviedo 1214-bº Escaba;;1;1;13;12
1580;1;calle;Juan Luis Nougues 1257;;1;1;1;14
1581;1;calle;Catamarca 24;;1;1;1;14
1582;1;calle;Santa Fe 296;;1;1;2;16
1583;1;calle;Marco Avellaneda 431;;1;1;1;14
1584;1;calle;Muñecas 678 / Y Lamadrid 548;;1;1;1;14
1585;1;avda;Av 24 De Septiembre 50;;1;1;2;134
1586;1;avda;Av Democracia Y Circunvalacion;;1;1;1;14
1587;1;calle;Ingenio La Corona;;1;1;4;17
1588;1;calle;25 De Mayo 1160;;1;1;1;14
1589;1;calle;Laprida 1675;;1;1;1;14
1590;1;calle;Ingenio Nu¥orco;;1;1;1;14
1591;1;calle;San Martín 1447;;1;1;1;14
1592;1;calle;Lote 5;;1;1;8;48
1593;1;calle;Sorteix Y Lucas Cordoba;;1;1;13;12
1594;1;calle;España 1056;;1;1;4;17
1595;1;calle;Ruta 9 Km 1302;;1;1;3;75
1596;1;calle;Junin 1762;;1;1;1;14
1597;1;calle;Mendoza 0;;1;1;2;70
1598;1;calle;Ruta 9 Km 1250;;1;1;9;186
1599;1;calle;Pasaje Illia 59;;1;1;12;51
1600;1;calle;Larrea S/nº;;1;1;11;23
1601;1;calle;Marcos Paz 563;;1;1;1;14
1602;1;calle;San Martín 452;;1;1;11;23
1603;1;calle;Rondeau 1.194- 2º Piso.;;1;1;1;14
1604;1;calle;Ruta Prov 301 Km 8;;1;1;1;14
1605;1;calle;Republica Del Libano 355;;1;21;82;150
1606;1;calle;Ituzaingo 0;;1;1;9;141
1607;1;calle;Independencia 0-;;1;1;2;134
1608;1;calle;Ruta 306 Km 12;;1;1;2;64
1609;1;calle;San Juan 984 Piso 2;;1;1;1;14
1610;1;calle;Autopista J D Peron Km 3,5;;1;1;2;16
1611;1;calle;Ruta 341 Km 20.5;;1;1;3;32
1612;1;avda;Av Roca 1572;;1;1;1;14
1613;1;calle;Williams Cross 3300;;1;1;3;36
1614;1;calle;Pasaje Uraga 1965;;1;1;4;17
1615;1;calle;Amador Lucero 1486;;1;1;1;14
1616;1;calle;Thames 500;;1;1;3;8
1617;1;calle;Belgrano 109;;1;2;96;168
1618;1;avda;Av Avellaneda 174;;1;1;1;14
1619;1;calle;Pje Parana 1874 - Bº Vial;;1;1;1;14
1620;1;calle;Suipacha 599;;1;1;1;14
1621;1;calle;Catamarca 164;;1;1;1;14
1622;1;calle;Acceso Norte Y Virgen Generala;;1;1;1;14
1623;1;avda;Av Ejercito Del Norte 774;;1;1;1;14
1624;1;calle;Italia 3262;;1;1;1;14
1625;1;calle;Lavalle Y Laprida;;1;1;11;23
1626;1;calle;Estados Unidos 8;;1;1;1;14
1627;1;calle;Ruta 302 Km 11;;1;1;10;119
1628;1;calle;Congreso 714;;1;1;3;8
1629;1;calle;Localidad De Lavalle;;1;21;47;95
1630;1;calle;Alberdi 485 - 1º A;;1;1;1;14
1631;1;calle;Gral Paz 1355;;1;1;1;14
1632;1;calle;Lamadrid 167;;1;1;7;19
1633;1;calle;Frias Silva 164;;1;1;1;14
1634;1;calle;Andres Chazarreta 419;;1;1;3;8
1635;1;calle;Peru 625;;1;1;1;14
1636;1;calle;Ruta 325 Km 8-el Rodeo;;1;1;16;10
1637;1;calle;San Martín 980 7º B;;1;1;1;14
1638;1;calle;Perito Moreno;;1;1;7;144
1639;1;calle;General Paz S/nº;;1;3;85;158
1640;1;calle;Gral B Mitre 868;;1;3;85;158
1641;1;calle;Calle 1 Nº 471;;1;1;3;36
1642;1;avda;Av Sarmiento 150;;1;1;2;16
1643;1;calle;Colon 185;;1;1;7;19
1644;1;calle;Miguel M Campero 201-bº Centro;;1;1;13;12
1645;1;calle;San Martín 271;;1;1;14;29
1646;1;calle;Diego De Rojas Y Tupac Amaru;;1;1;16;10
1647;1;calle;Lamadrid 39;;1;1;4;17
1648;1;calle;Santiago 1816;;1;1;1;14
1649;1;calle;Esmeralda 1058 Piso 3 Dpto M;;1;1;1;14
1650;1;calle;Ruta 9 Km 1298;;1;1;3;36
1651;1;calle;Ruta 301 Km 2 Camino Vecinal-parada Ohuanta;;1;1;6;54
1652;1;calle;Ruta 301 Km 12-pacara Pintado;;1;1;2;15
1653;1;calle;República 476-7º Piso;;1;2;18;99
1654;1;avda;Av América Esquina San Juan;;1;1;1;14
1655;1;calle;San Juan 3459;;1;1;1;14
1656;1;calle;Crisostomo Alvarez 4391;;1;1;1;14
1657;1;avda;Av Roca 54;;1;1;3;8
1658;1;avda;Av Republica Del Libano 2632;;1;1;1;14
1659;1;calle;Moreno 249;;1;1;14;29
1660;1;calle;Manz D Casa 55 - Bº Altos De América;;1;1;1;14
1661;1;calle;Ingenio La Florida;;1;1;2;58
1662;1;calle;Lola Mora Y Salas Y Valdez;;1;1;5;18
1663;1;calle;Marcial Imbaud 283;;1;1;5;18
1664;1;calle;Pje De Rojas 539;;1;1;1;14
1665;1;calle;Italia 1919;;1;1;1;14
1666;1;calle;Panama 46;;1;1;1;14
1667;1;calle;Pje Prof Gonzalez 535;;1;1;1;14
1668;1;calle;Carlos Pellegrini 1363;;1;1;1;14
1669;1;calle;Fermin Cariola 1097;;1;1;5;18
1670;1;calle;25 Demayo 320 Piso 2;;1;1;1;14
1671;1;calle;Ruta 9 Y Prolongacion-calle Maipu;;1;1;3;8
1672;1;calle;Alsina 3250;;1;1;1;14
1673;1;calle;San Lorenzo 977;;1;1;1;14
1674;1;calle;Crisostomo Alvarez 945;;1;1;1;14
1675;1;calle;Mariano Moreno 324;;1;1;1;14
1676;1;calle;Raul Colombres 1256;;1;1;1;14
1677;1;calle;Monteagudo 815;;1;1;1;14
1678;1;calle;Ruta 304, Km21;;1;1;10;76
1679;1;calle;Rivadavia 972;;1;1;11;23
1680;1;calle;Salas Y Valdez 1771;;1;1;5;18
1681;1;calle;San Martín 1199;;1;1;1;14
1682;1;calle;Jose Colombres 369;;1;1;1;14
1683;1;calle;Santa Fe 1315;;1;1;1;14
1684;1;calle;Finca El Tajamar;;1;1;10;7
1685;1;calle;Larrea 2056;;1;1;119;218
1686;1;calle;Charcas 1241;;1;1;1;14
1687;1;calle;Larrea 426;;1;1;1;14
1688;1;calle;Colon 117;;1;1;7;19
1689;1;calle;Santa Fe 264;;1;1;1;14
1690;1;calle;Laprida 362;;1;1;11;23
1691;1;calle;Dalmacio Quiles 1º Cuadra;;1;1;6;27
1692;1;calle;San Luis 416;;1;1;1;14
1693;1;calle;Rivadavia 0;;1;1;14;29
1694;1;calle;Rivadavia 269;;1;1;1;14
1695;1;calle;French 1219;;1;1;8;2
1696;1;calle;Sin Calle;;1;1;8;48
1697;1;calle;24 De Septiembre 70;;1;1;1;14
1698;1;avda;Av Sarmiento 450;;1;1;8;2
1699;1;calle;Miguel M. Campero 699;;1;1;13;12
1700;1;calle;Pringles 1760;;1;1;1;14
1701;1;calle;San Martín 3532;;1;1;1;14
1702;1;calle;San Martín 3532;;1;1;1;14
1703;1;calle;Ricardo Gutierrez 3647;;1;1;1;14
1704;1;calle;Maipu Prolongacion;;1;1;3;8
1705;1;calle;Calle Principal 0;;1;1;9;187
1706;1;calle;Laprida 851;;1;1;1;14
1707;1;avda;Av Silvano Bores 452;;1;1;1;14
1708;1;calle;Congreso 430 Piso 1 Dpto A;;1;1;1;14
1709;1;calle;Los Vallistos;;1;1;2;70
1710;1;calle;Jujuy 410;;1;1;1;14
1711;1;calle;34 492;;1;23;60;111
1712;1;calle;San Martín 1121;;1;1;1;14
1713;1;calle;Della Paolera Carlos 297 - Piso 1;;1;1;1;14
1714;1;calle;Ruta 301 Km 21;;1;1;6;27
1715;1;calle;Sin Nombre- La Ramada 0;;1;1;10;65
1716;1;calle;Belgrano 217;;1;1;5;18
1717;1;calle;Ruta 9 Km 1298;;1;1;3;60
1718;1;calle;Bolivar 2745;;1;1;1;14
1719;1;calle;Lavalle 1485;;1;1;1;14
1720;1;avda;Av Roca 2503;;1;1;1;14
1721;1;avda;Av Coronel Suarez 789;;1;1;1;14
1722;1;avda;Av Solano Vera 199;;1;1;5;18
1723;1;calle;Km 2,5;;1;1;7;19
1724;1;calle;Alem 115. Alberti(pcia. De Bs. As.);;1;23;112;212
1725;1;calle;Finca Las Yungas-la Florida;;1;1;7;19
1726;1;avda;Av Saenz Peña 100;;1;1;1;14
1727;1;calle;Lavalle 3521;;1;1;1;14
1728;1;calle;Lidoro Quinteros 185;;1;1;13;12
1729;1;calle;Suipacha 631;;1;1;1;14
1730;1;avda;Av Ejerc Del Norte 619;;1;1;1;14
1731;1;avda;Av Ejército Del Norte 619;;1;1;1;14
1732;1;calle;La Plata 2335;;1;1;1;14
1733;1;calle;Italia 140;;1;1;7;19
1734;1;calle;Santa Fe 864;;1;1;1;14
1735;1;calle;Calle Vieja;;1;1;3;60
1736;1;calle;Peru 1421;;1;1;1;14
1737;1;calle;Ruta 38 Km 1472;;1;1;4;17
1738;1;calle;Ruta 306- Sant Rosa De Leales;;1;1;9;50
1739;1;calle;Lavalle 3168;;1;1;1;14
1740;1;avda;Av Gobernador Del Campo 670;;1;1;1;14
1741;1;calle;Santa Fe 846.piso 4º;;1;23;112;212
1742;1;calle;Mejico 330;;1;1;1;14
1743;1;calle;General Paz 2823;;1;1;1;14
1744;1;calle;Pje Boulogne Sur Mer 3120;;1;1;1;14
1745;1;calle;Don Bosco 2407;;1;1;1;14
1746;1;calle;San Juan 3560;;1;1;1;14
1747;1;calle;Cuba 1125;;1;1;1;14
1748;1;calle;General Paz 1427;;1;1;1;14
1749;1;calle;Ecuador 873 1º Piso;;1;1;1;14
1750;1;calle;Pje Boulogne Sur Mer 3115;;1;1;1;14
1751;1;calle;Ruta 9 Km 1286;;1;1;2;70
1752;1;calle;Lidoro Quinteros 242;;1;1;1;14
1753;1;calle;Autopista J D Peron Km 2;;1;1;2;16
1754;1;calle;San Martín 2687;;1;1;1;14
1755;1;calle;Block 3 Dpto 27-bº J B Teran;;1;1;1;14
1756;1;avda;Av Principal-ingenio La Florida;;1;1;2;58
1757;1;calle;Alfredo Palacios 540;;1;1;1;14
1758;1;calle;Hipolito Irigoyen 586;;1;1;15;25
1759;1;calle;Pala Pala. Ingenio Leales;;1;1;1;14
1760;1;avda;Av Jb Justo 1276/colombia 3335;;1;1;1;14
1761;1;calle;Mendoza 74;;1;1;2;58
1762;1;calle;Junin 41 Piso 8 Dpto B;;1;1;1;14
1763;1;calle;Autopista J D Peron;;1;1;2;16
1764;1;calle;Bolivar 555;;1;1;3;8
1765;1;calle;Ruta 9, Km.1308;;1;1;3;60
1766;1;calle;Cordoba 149-bº Centro;;1;1;1;14
1767;1;calle;Juan Heller 159;;1;1;5;18
1768;1;calle;Estanislao Del Campo 952;;1;1;1;14
1769;1;calle;Alberdi 440;;1;1;1;14
1770;1;avda;Av Silvano Bores 248;;1;1;1;14
1771;1;calle;Alberdi 225;;1;1;1;14
1772;1;calle;Carlos Pellegrini 1135;;1;1;1;14
1773;1;calle;Ayacucho 491;;1;1;119;218
1774;1;calle;Ruta 9 Km 1308;;1;1;3;60
1775;1;calle;Alsina 598;;1;1;1;14
1776;1;calle;Roque Saenz Peña 729;;1;20;88;159
1777;1;calle;San Lorenzo 496.2º;;1;1;1;14
1778;1;calle;Libertad 675;;1;1;1;14
1779;1;calle;Congreso 138;;1;1;3;8
1780;1;calle;Finca Arevalo Ruta 9 Km 1308 Cruce Los Nogales;;1;1;3;60
1781;1;calle;Bajo Grande;;1;0;0;0
1782;1;calle;El Puesto;;1;1;2;134
1783;1;calle;Boulevard Sastre 2805;;1;20;49;98
1784;1;calle;Boulevard Sastre 2805;;1;20;49;98
1785;1;avda;Av J B Justo 2701;;1;1;1;14
1786;1;calle;Miguel Lillo 249;;1;1;2;15
1787;1;calle;Zavalia 101(esquina Pringles);;1;1;5;18
1788;1;calle;24 De Septiembre 713;;1;1;7;19
1789;1;calle;Maipu 898;;1;1;1;14
1790;1;calle;Lisandro De La Torre Ult.cuadra;;1;1;11;23
1791;1;calle;Calle 1 203. Villa Mariano Moreno;;1;1;129;247
1792;1;avda;Av Belgrano Esq Moreno;;1;1;8;2
1793;1;avda;Av Ejercito Del Norte 398;;1;1;1;14
1794;1;avda;Av Ejercito Del Norte 946;;1;1;1;14
1795;1;calle;Rio Negro 0;;1;1;8;2
1796;1;calle;Calle 1050-bº Presidente Roca;;1;1;7;19
1797;1;calle;Santa Fe 1776;;1;1;1;14
1798;1;calle;Ruta 188;;1;23;98;173
1799;1;calle;Pje Bernal Del Castillo 2742;;1;1;7;19
1800;1;calle;Amadeo Jacques S/nº;;1;1;6;146
1801;1;calle;Pje Saenz Peña 2018;;1;1;1;14
1802;1;calle;Golf Country Club;;1;1;5;18
1803;1;calle;Golf Country Club;;1;1;5;18
1804;1;calle;Domingo Faustino Sarmiento 163;;1;1;14;29
1805;1;calle;Sargento Cabral 492;;1;1;2;58
1806;1;calle;Martin Y Omar 475;;1;23;93;164
1807;1;calle;Ayacucho 72;;1;1;1;14
1808;1;calle;Ruta 9 Km 1308;;1;1;3;60
1809;1;avda;Av Belgrano Y Sarmiento;;1;1;8;2
1810;1;avda;Av Alem 146 Piso 6 Dpto D;;1;1;1;14
1811;1;calle;Emilio Castelar 3084;;1;1;1;14
1812;1;calle;Peru Sud 1019;;1;1;3;8
1813;1;calle;Rondeau 45;;1;1;1;14
1814;1;avda;Av Ejercito Del Norte 1386;;1;1;1;14
1815;1;calle;Lavalle 2862;;1;1;1;14
1816;1;calle;9 De Julio 464;;1;1;12;51
1817;1;calle;Camino De Sirga 0.ba. Country Loma Tenis;;1;1;6;146
1818;1;calle;L Quinteros 66;;1;1;13;12
1819;1;calle;Artura Illia 66;;1;1;12;51
1820;1;calle;Bernardo Houssay 1925;;1;1;1;14
1821;1;avda;Av B Matienzo 351;;1;1;7;19
1822;1;calle;Venezuela 1237;;1;1;1;14
1823;1;calle;Lavalle 3055;;1;1;1;14
1824;1;avda;Avda. Circunvalac. Ruta 9, Km. 1299.las Talitas.;;1;1;129;247
1825;1;calle;Santiago 671 6º A;;1;1;1;14
1826;1;calle;Chacabuco 524;;1;1;4;17
1827;1;calle;Las Rosas 304-bº Jardin;;1;9;78;140
1828;1;calle;Pje Benito Lynch 3526;;1;1;1;14
1829;1;calle;Godoy Cruz 320 Dpto 18;;1;1;1;14
1830;1;calle;Muñecas 616 Piso 11 Dpto A;;1;1;1;14
1831;1;calle;24 De Septiembre 1180;;1;1;1;14
1832;1;calle;Alberdi 1029;;1;1;1;14
1833;1;calle;España 35;;1;1;1;14
1834;1;avda;Av Belagrano 3895;;1;1;1;14
1835;1;avda;Av Ejercito Del Norte 94;;1;1;1;14
1836;1;calle;Constitucion 1400;;1;1;3;8
1837;1;calle;Aguado 753;;1;1;8;2
1838;1;avda;Av Monseñor Gregorio Diaz 715;;1;1;2;15
1839;1;calle;Laprida 872-piso 13;;1;20;90;161
1840;1;calle;Pje Lautaro 610;;1;1;1;14
1841;1;calle;Diego De Villarroel 1754;;1;1;8;2
1842;1;calle;Saavedra 38;;1;1;1;14
1843;1;calle;Thames 1064;;1;1;1;14
1844;1;calle;Ruta 9 Km 1308;;1;1;3;60
1845;1;calle;San Martín 1080;;1;1;1;14
1846;1;calle;Alberdi 742;;1;1;7;19
1847;1;calle;Pedro Devillalba 693-villa Marcos Paz;;1;1;5;18
1848;1;calle;Pedro Devillalba 693-villa Marcos Paz;;1;1;5;18
1849;1;avda;Av Roca Oeste 54;;1;1;3;8
1850;1;avda;Av J B Justo 1111;;1;1;1;14
1851;1;avda;Av Pte Peron 200;;1;1;2;16
1852;1;avda;Av Gobernador Del Campo 980;;1;1;1;14
1853;1;calle;Paysandu 933;;1;1;3;8
1854;1;calle;Reconquista 575;;1;1;1;14
1855;1;calle;Tapia 0;;1;1;15;67
1856;1;calle;Mendoza 2172;;1;1;1;14
1857;1;calle;España Esquina Libertad 100;;1;1;6;27
1858;1;calle;Rufino Cossio 78;;1;1;1;14
1859;1;avda;Av Monseñor Tavella 2750;;1;1;1;14
1860;1;calle;25 De Mayo 448 Piso 1;;1;1;1;14
1861;1;calle;Manz 3 Casa 23 Bº Los Platanos;;1;1;1;14
1862;1;calle;San Martín 910-1º B;;1;1;1;14
1863;1;avda;Avda. Rivadavia 1021;;1;1;2;16
1864;1;calle;Santiago 972;;1;1;1;14
1865;1;calle;Peru 714;;1;1;5;18
1866;1;calle;24 De Septiembre 1875;;1;1;4;17
1867;1;calle;Venezuela 2531;;1;1;119;220
1868;1;calle;Camino Ojo De Agua 1000;;1;2;18;99
1869;1;calle;Rio Parana 130;;1;1;5;18
1870;1;calle;Luis Lobo De La Vega 397;;1;1;5;18
1871;1;calle;Ruta 38- Frente Agromovil Hofman;;1;1;14;29
1872;1;avda;Av Brigido Teran 423;;1;1;1;14
1873;1;calle;La Opinion Esq Radio Bº Intersindical;;1;1;1;14
1874;1;calle;S/n 0;;1;1;14;29
1875;1;calle;Ruta 38 Km 1532;;1;1;6;79
1876;1;calle;Peru 1641;;1;1;5;18
1877;1;avda;Av Mate De Luna 3164;;1;1;1;14
1878;1;calle;General Paz 1414;;1;1;1;14
1879;1;calle;San Miguel 1801;;1;1;119;218
1880;1;calle;La Ramada De Abajo 0;;1;1;10;65
1881;1;calle;Buenos Aires 27;;1;1;3;8
1882;1;avda;Av Dr L Paganini 549;;1;20;49;98
1883;1;calle;General Paz 340;;1;1;119;218
1884;1;calle;Belgrano 993;;1;1;6;27
1885;1;calle;Haiti 1237 Bº Colombres;;1;1;1;14
1886;1;calle;Calle 9 Nº 212;;1;1;6;30
1887;1;calle;Pje Bernardo Houssay 3968/lavalle 2460;;1;1;1;14
1888;1;calle;Independencia 896;;1;1;8;2
1889;1;calle;Saavedra 390;;1;1;1;14
1890;1;calle;Casa 16 Manz T Bº San Martín;;1;1;1;14
1891;1;calle;Gral Paz 374 Piso Pb Dpto C;;1;1;1;14
1892;1;avda;Av Independencia 1091;;1;1;2;15
1893;1;calle;Lidoro Quinteros 242;;1;1;1;14
1894;1;calle;Jujuy 4520;;1;1;1;14
1895;1;calle;Santa Fe 4086;;1;1;1;14
1896;1;calle;Mendoza 1396;;1;1;1;14
1897;1;calle;Chacabuco 275;;1;1;1;14
1898;1;calle;Ecuador 1224 Bº Villa Urquiza;;1;1;1;14
1899;1;calle;9 De Julio 291;;1;1;6;27
1900;1;calle;Juan Heller 925 Bº Marti Coll;;1;1;1;14
1901;1;calle;Belgrano 947;;1;1;6;27
1902;1;calle;Avellaneda 692;;1;1;4;17
1903;1;calle;Manz I Casa 13 Bº Arcor;;1;1;6;200
1904;1;calle;Padre M Balleste 155;;1;1;6;200
1905;1;calle;Mendoza 1749;;1;1;1;14
1906;1;avda;Av Mitre 1102 (estac De Servicio);;1;1;1;14
1907;1;avda;Av Circunvalacion Km 1294 Parque Industrial;;1;1;1;14
1908;1;calle;Ruta 305 Km 8.5;;1;1;1;201
1909;1;calle;Venezuela 842;;1;1;10;119
1910;1;calle;Las Piedras 1071 - 2º F;;1;1;1;14
1911;1;calle;Bartolome Mitre - Bº Oeste;;1;1;11;23
1912;1;calle;Catamarca 1438;;1;1;1;14
1913;1;calle;Sta. Rosa De Leales;;1;1;9;50
1914;1;avda;Av Jb Justo 1980/pje Ramon Y Cajal 158;;1;1;1;14
1915;1;avda;Av Ejercito Del Norte 142;;1;1;1;14
1916;1;calle;Ruta 302, Km. 10.4;;1;1;140;264
1917;1;calle;Gral J De San Martín 171;;1;1;2;15
1918;1;calle;Pje Evaristo Carriego 1064;;1;1;1;14
1919;1;calle;San Lorenzo 2429;;1;1;1;14
1920;1;calle;En Predio De Coca Cola Del Manantial;;1;1;1;14
1921;1;avda;Av Belgrano 2446;;1;1;1;14
1922;1;calle;Lucas Cordoba 763;;1;1;1;14
1923;1;avda;Av Roca 1632;;1;1;1;14
1924;1;avda;Av Eva Peron 397;;1;1;2;66
1925;1;calle;Mariano Moreno 297;;1;1;9;6
1926;1;calle;Nicolás Rascona 12;;1;1;2;15
1927;1;avda;Av Avellaneda 185;;1;1;128;388
1928;1;calle;Paraguay 1055;;1;1;1;14
1929;1;calle;Antartida Argentina 314;;1;1;2;15
1930;1;calle;San Martín 784 Piso 2 Dpto B;;1;1;1;14
1931;1;calle;Nicanor Carranza 4112;;1;3;20;97
1932;1;calle;Zenon Santillan 3890;;1;1;1;14
1933;1;calle;Balcarce 81;;1;1;3;8
1934;1;calle;Andres Villa 397;;1;1;5;18
1935;1;avda;Av Circunvalacion Km 1295/av Fco De Aguirre 2152;;1;1;1;14
1936;1;calle;Alfredo Palacios 480;;1;1;1;14
1937;1;avda;Av Mate De Luna Esq Dean Funes 0;;1;1;1;14
1938;1;calle;Ruta 9 Km 1306;;1;1;3;60
1939;1;calle;La Plata 709;;1;1;1;14
1940;1;calle;Colon 146;;1;1;4;17
1941;1;calle;25 De Mayo 920 Piso 1 Dpto C T A;;1;1;1;14
1942;1;avda;Av Gregorio De Jesus Diaz 1052;;1;1;2;15
1943;1;avda;Avda. Mate De Luna 3467;;1;1;1;14
1944;1;calle;Manz 18 Lote 20 Bº Soeme;;1;1;1;201
1945;1;calle;9 De Julio 1710;;1;1;1;14
1946;1;calle;Isabel La Catolica 2041;;1;1;1;14
1947;1;calle;Pje Dr Renzo Fonio 457;;1;1;1;14
1948;1;avda;Av Colon 51;;1;1;1;14
1949;1;calle;Ruta 9 Km 1298;;1;1;1;14
1950;1;calle;Juangorena 1858;;1;1;4;17
1951;1;calle;Gral Paz 1468;;1;1;1;14
1952;1;calle;Pje Boulogne 2466;;1;1;1;14
1953;1;avda;Av Brigido Teran 250 Of 2507/av Jb Justo 2551;;1;1;1;14
1954;1;calle;Lucas Cordoba 1298;;1;1;1;14
1955;1;calle;Thames 997;;1;1;1;14
1956;1;calle;Monteagudo 660;;1;1;1;14
1957;1;calle;Ja Moreno S/nº (detras De Estac De Serv Gar Sa);;1;1;1;14
1958;1;calle;Don Bosco 1442/ruta 301 Km 17;;1;1;6;27
1959;1;calle;Próspero Mena 39. 1º Piso;;1;1;1;14
1960;1;calle;Lola Mora 586;;1;1;1;14
1961;1;calle;Sarmiento Y La Pampa 892;;1;3;109;202
1962;1;calle;Thames 212;;1;1;1;14
1963;1;calle;General Paz 462;;1;3;20;203
1964;1;avda;Av Belgrano 2291 Esq Av Ejerc Del Norte;;1;1;1;14
1965;1;calle;San Martín 275;;1;1;11;23
1966;1;calle;Manz L Casa 19 Bº Parque Sur;;1;1;1;14
1967;1;calle;Ruta Prov 324 Km 1;;1;1;11;23
1968;1;calle;Chacabuco 220 Piso 3 Dpto C;;1;1;1;14
1969;1;avda;Av Coronel Surez 803;;1;1;1;14
1970;1;calle;Acceso Camino A Potrero A 300mts De Ruta 383;;1;1;6;200
1971;1;calle;Rioja 910;;1;3;20;204
1972;1;calle;Rondeau 1148- 2º Piso;;1;1;1;14
1973;1;calle;Jose Federico Moreno 129;;1;1;7;19
